0.601264,10.715973,40.030592,89.435835,158.518335,247.344734,355.910291,484.215089,632.259115,800.042361,987.564823,1194.826500,1421.827389,1668.567489,1935.046800,2221.265321,2527.223053,2852.919994,3198.356144,3563.531504,3948.446073,4353.099851,4777.492838,5221.625035,5685.496440,6169.107054,6672.456877,7195.545910,7738.374151,8300.941601,8883.248260,9485.294127,10107.079204,10748.603490,11409.866984,12090.869687,12791.611599,13512.092720,14252.313050,15012.272588,15791.971336,16591.409292,17410.586457,18249.502831,19108.158413,19986.553205,20884.687205,21802.560414,22740.172832,23697.524459,24674.615294,25671.445339,26688.014592,27724.323054,28780.370725,29856.157604,30951.683693,32066.948990,33201.953496,34356.697211,35531.180134,36725.402267,37939.363608,39173.064158,40426.503917,41699.682885,42992.601061,44305.258446,45637.655040,46989.790843,48361.665855,49753.280076,51164.633505,52595.726143,54046.557990,55517.129046,57007.439310,58517.488783,60047.277466,61596.805356,63166.072456,64755.078765,66363.824282,67992.309008,69640.532943,71308.496087,72996.198439,74703.640001,76430.820771,78177.740750,79944.399938,81730.798334,83536.935940,85362.812754,87208.428777,89073.784009,90958.878449,92863.712099,94788.284957,96732.597024,98696.648300,0.993262,0.982578,0.959238,0.913706,0.834701,0.713495,0.550671,0.362372,0.181269,0.048771,0.000000,0.048771,0.181269,0.362372,0.550671,0.713495,0.834701,0.913706,0.959238,0.982578,0.993262
0.600874,10.715592,40.030370,89.435413,158.517950,247.344346,355.909903,484.214701,632.258726,800.041972,987.564434,1194.826110,1421.826999,1668.567100,1935.046411,2221.264932,2527.222663,2852.919604,3198.355755,3563.531114,3948.445683,4353.099462,4777.492449,5221.624645,5685.496050,6169.106665,6672.456488,7195.545520,7738.373761,8300.941211,8883.247870,9485.293738,10107.078815,10748.603100,11409.866594,12090.869298,12791.611210,13512.092331,14252.312660,15012.272199,15791.970946,16591.408902,17410.586067,18249.502441,19108.158024,19986.552815,20884.686816,21802.560025,22740.172443,23697.524069,24674.614905,25671.444949,26688.014202,27724.322664,28780.370335,29856.157215,30951.683303,32066.948600,33201.953106,34356.696821,35531.179745,36725.401877,37939.363219,39173.063769,40426.503527,41699.682495,42992.600672,44305.258057,45637.654651,46989.790454,48361.665466,49753.279686,51164.633115,52595.725753,54046.557600,55517.128656,57007.438921,58517.488394,60047.277076,61596.804967,63166.072067,64755.078375,66363.823893,67992.308619,69640.532554,71308.495697,72996.198050,74703.639611,76430.820381,78177.740360,79944.399548,81730.797945,83536.935550,85362.812364,87208.428387,89073.783619,90958.878060,92863.711709,94788.284567,96732.596634,98696.647910,0.993194,0.982436,0.958976,0.913283,0.834105,0.712778,0.549952,0.361798,0.180942,0.048675,0.000000,0.048675,0.180942,0.361798,0.549952,0.712778,0.834105,0.913283,0.958976,0.982436,0.993194
0.600484,10.715210,40.030148,89.434991,158.517564,247.343957,355.909514,484.214311,632.258336,800.041582,987.564044,1194.825720,1421.826609,1668.566709,1935.046020,2221.264542,2527.222273,2852.919214,3198.355364,3563.530724,3948.445293,4353.099071,4777.492058,5221.624255,5685.495660,6169.106274,6672.456097,7195.545130,7738.373371,8300.940821,8883.247480,9485.293347,10107.078424,10748.602710,11409.866204,12090.868907,12791.610819,13512.091940,14252.312270,15012.271808,15791.970556,16591.408512,17410.585677,18249.502051,19108.157633,19986.552425,20884.686425,21802.559634,22740.172052,23697.523679,24674.614514,25671.444559,26688.013812,27724.322274,28780.369945,29856.156824,30951.682913,32066.948210,33201.952716,34356.696431,35531.179354,36725.401487,37939.362828,39173.063378,40426.503137,41699.682105,42992.600281,44305.257666,45637.654260,46989.790063,48361.665075,49753.279295,51164.632725,52595.725363,54046.557210,55517.128265,57007.438530,58517.488003,60047.276685,61596.804576,63166.071676,64755.077985,66363.823502,67992.308228,69640.532163,71308.495307,72996.197659,74703.639221,76430.819991,78177.739970,79944.399158,81730.797554,83536.935160,85362.811974,87208.427997,89073.783228,90958.877669,92863.711318,94788.284177,96732.596244,98696.647519,0.993126,0.982293,0.958713,0.912857,0.833507,0.712059,0.549231,0.361223,0.180614,0.048580,0.000000,0.048580,0.180614,0.361223,0.549231,0.712059,0.833507,0.912857,0.958713,0.982293,0.993126
0.600092,10.714827,40.029925,89.434567,158.517177,247.343567,355.909124,484.213920,632.257945,800.041191,987.563653,1194.825329,1421.826218,1668.566318,1935.045629,2221.264150,2527.221881,2852.918822,3198.354973,3563.530332,3948.444901,4353.098679,4777.491667,5221.623863,5685.495268,6169.105883,6672.455706,7195.544738,7738.372979,8300.940429,8883.247088,9485.292956,10107.078032,10748.602318,11409.865812,12090.868515,12791.610427,13512.091548,14252.311878,15012.271416,15791.970164,16591.408120,17410.585285,18249.501659,19108.157242,19986.552033,20884.686033,21802.559242,22740.171660,23697.523287,24674.614123,25671.444167,26688.013420,27724.321882,28780.369553,29856.156432,30951.682521,32066.947818,33201.952324,34356.696039,35531.178963,36725.401095,37939.362436,39173.062986,40426.502745,41699.681713,42992.599889,44305.257275,45637.653869,46989.789672,48361.664683,49753.278904,51164.632333,52595.724971,54046.556818,55517.127874,57007.438138,58517.487612,60047.276294,61596.804185,63166.071284,64755.077593,66363.823110,67992.307836,69640.531771,71308.494915,72996.197268,74703.638829,76430.819599,78177.739578,79944.398766,81730.797162,83536.934768,85362.811582,87208.427605,89073.782837,90958.877277,92863.710927,94788.283785,96732.595852,98696.647128,0.993057,0.982149,0.958448,0.912429,0.832906,0.711338,0.548509,0.360648,0.180286,0.048485,0.000000,0.048485,0.180286,0.360648,0.548509,0.711338,0.832906,0.912429,0.958448,0.982149,0.993057
0.599699,10.714441,40.029702,89.434143,158.516789,247.343176,355.908732,484.213529,632.257553,800.040798,987.563260,1194.824937,1421.825825,1668.565925,1935.045236,2221.263758,2527.221489,2852.918430,3198.354580,3563.529940,3948.444509,4353.098287,4777.491274,5221.623470,5685.494876,6169.105490,6672.455313,7195.544345,7738.372586,8300.940036,8883.246695,9485.292563,10107.077640,10748.601925,11409.865419,12090.868123,12791.610035,13512.091155,14252.311485,15012.271024,15791.969771,16591.407727,17410.584892,18249.501266,19108.156849,19986.551640,20884.685640,21802.558850,22740.171267,23697.522894,24674.613730,25671.443774,26688.013027,27724.321489,28780.369160,29856.156040,30951.682128,32066.947425,33201.951931,34356.695646,35531.178570,36725.400702,37939.362043,39173.062593,40426.502352,41699.681320,42992.599496,44305.256882,45637.653476,46989.789279,48361.664290,49753.278511,51164.631940,52595.724578,54046.556425,55517.127481,57007.437745,58517.487219,60047.275901,61596.803792,63166.070892,64755.077200,66363.822717,67992.307444,69640.531378,71308.494522,72996.196875,74703.638436,76430.819206,78177.739185,79944.398373,81730.796770,83536.934375,85362.811189,87208.427212,89073.782444,90958.876884,92863.710534,94788.283392,96732.595459,98696.646735,0.992987,0.982004,0.958181,0.911998,0.832304,0.710616,0.547786,0.360072,0.179958,0.048390,0.000000,0.048390,0.179958,0.360072,0.547786,0.710616,0.832304,0.911998,0.958181,0.982004,0.992987
0.599305,10.714055,40.029477,89.433718,158.516399,247.342784,355.908340,484.213136,632.257160,800.040405,987.562867,1194.824543,1421.825432,1668.565532,1935.044843,2221.263364,2527.221095,2852.918036,3198.354186,3563.529546,3948.444115,4353.097893,4777.490880,5221.623076,5685.494482,6169.105096,6672.454919,7195.543951,7738.372192,8300.939642,8883.246301,9485.292169,10107.077246,10748.601531,11409.865025,12090.867729,12791.609641,13512.090762,14252.311091,15012.270630,15791.969377,16591.407333,17410.584498,18249.500872,19108.156455,19986.551246,20884.685247,21802.558456,22740.170874,23697.522500,24674.613336,25671.443380,26688.012633,27724.321095,28780.368766,29856.155646,30951.681734,32066.947031,33201.951537,34356.695252,35531.178176,36725.400308,37939.361649,39173.062199,40426.501958,41699.680926,42992.599102,44305.256488,45637.653082,46989.788885,48361.663896,49753.278117,51164.631546,52595.724184,54046.556031,55517.127087,57007.437351,58517.486825,60047.275507,61596.803398,63166.070498,64755.076806,66363.822323,67992.307050,69640.530985,71308.494128,72996.196481,74703.638042,76430.818812,78177.738791,79944.397979,81730.796376,83536.933981,85362.810795,87208.426818,89073.782050,90958.876491,92863.710140,94788.282998,96732.595065,98696.646341,0.992917,0.981858,0.957912,0.911566,0.831699,0.709891,0.547062,0.359496,0.179630,0.048295,0.000000,0.048295,0.179630,0.359496,0.547062,0.709891,0.831699,0.911566,0.957912,0.981858,0.992917
0.598910,10.713667,40.029252,89.433291,158.516009,247.342391,355.907946,484.212742,632.256766,800.040011,987.562472,1194.824148,1421.825037,1668.565137,1935.044448,2221.262969,2527.220700,2852.917641,3198.353791,3563.529151,3948.443720,4353.097498,4777.490485,5221.622681,5685.494087,6169.104701,6672.454524,7195.543556,7738.371797,8300.939247,8883.245906,9485.291774,10107.076851,10748.601136,11409.864630,12090.867334,12791.609246,13512.090366,14252.310696,15012.270235,15791.968982,16591.406938,17410.584103,18249.500477,19108.156060,19986.550851,20884.684851,21802.558061,22740.170478,23697.522105,24674.612941,25671.442985,26688.012238,27724.320700,28780.368371,29856.155251,30951.681339,32066.946636,33201.951142,34356.694857,35531.177781,36725.399913,37939.361254,39173.061804,40426.501563,41699.680531,42992.598707,44305.256093,45637.652687,46989.788490,48361.663501,49753.277722,51164.631151,52595.723789,54046.555636,55517.126692,57007.436956,58517.486430,60047.275112,61596.803003,63166.070102,64755.076411,66363.821928,67992.306654,69640.530589,71308.493733,72996.196086,74703.637647,76430.818417,78177.738396,79944.397584,81730.795981,83536.933586,85362.810400,87208.426423,89073.781655,90958.876095,92863.709745,94788.282603,96732.594670,98696.645946,0.992845,0.981710,0.957642,0.911132,0.831092,0.709165,0.546337,0.358919,0.179302,0.048200,0.000000,0.048200,0.179302,0.358919,0.546337,0.709165,0.831092,0.911132,0.957642,0.981710,0.992845
0.598514,10.713277,40.029026,89.432864,158.515617,247.341997,355.907551,484.212347,632.256370,800.039615,987.562077,1194.823753,1421.824641,1668.564741,1935.044052,2221.262573,2527.220304,2852.917245,3198.353395,3563.528755,3948.443324,4353.097102,4777.490089,5221.622285,5685.493691,6169.104305,6672.454128,7195.543160,7738.371401,8300.938851,8883.245510,9485.291378,10107.076454,10748.600740,11409.864234,12090.866937,12791.608849,13512.089970,14252.310300,15012.269838,15791.968586,16591.406542,17410.583707,18249.500081,19108.155663,19986.550455,20884.684455,21802.557664,22740.170082,23697.521709,24674.612545,25671.442589,26688.011842,27724.320304,28780.367975,29856.154854,30951.680943,32066.946240,33201.950746,34356.694461,35531.177384,36725.399517,37939.360858,39173.061408,40426.501167,41699.680135,42992.598311,44305.255696,45637.652291,46989.788093,48361.663105,49753.277326,51164.630755,52595.723393,54046.555240,55517.126296,57007.436560,58517.486033,60047.274716,61596.802607,63166.069706,64755.076015,66363.821532,67992.306258,69640.530193,71308.493337,72996.195690,74703.637251,76430.818021,78177.738000,79944.397188,81730.795584,83536.933190,85362.810004,87208.426027,89073.781259,90958.875699,92863.709349,94788.282207,96732.594274,98696.645550,0.992773,0.981561,0.957370,0.910695,0.830483,0.708437,0.545610,0.358342,0.178974,0.048104,0.000000,0.048104,0.178974,0.358342,0.545610,0.708437,0.830483,0.910695,0.957370,0.981561,0.992773
0.598117,10.712886,40.028799,89.432436,158.515224,247.341601,355.907155,484.211950,632.255974,800.039218,987.561680,1194.823356,1421.824244,1668.564344,1935.043655,2221.262176,2527.219907,2852.916848,3198.352998,3563.528358,3948.442926,4353.096705,4777.489692,5221.621888,5685.493293,6169.103908,6672.453731,7195.542763,7738.371004,8300.938454,8883.245113,9485.290981,10107.076057,10748.600343,11409.863837,12090.866540,12791.608452,13512.089573,14252.309903,15012.269441,15791.968189,16591.406145,17410.583310,18249.499684,19108.155266,19986.550058,20884.684058,21802.557267,22740.169685,23697.521312,24674.612147,25671.442192,26688.011445,27724.319907,28780.367577,29856.154457,30951.680545,32066.945843,33201.950349,34356.694063,35531.176987,36725.399120,37939.360461,39173.061011,40426.500770,41699.679737,42992.597914,44305.255299,45637.651893,46989.787696,48361.662708,49753.276928,51164.630358,52595.722996,54046.554843,55517.125898,57007.436163,58517.485636,60047.274318,61596.802209,63166.069309,64755.075617,66363.821135,67992.305861,69640.529796,71308.492940,72996.195292,74703.636854,76430.817624,78177.737603,79944.396790,81730.795187,83536.932792,85362.809607,87208.425629,89073.780861,90958.875302,92863.708951,94788.281809,96732.593876,98696.645152,0.992701,0.981411,0.957096,0.910257,0.829871,0.707707,0.544883,0.357764,0.178645,0.048009,0.000000,0.048009,0.178645,0.357764,0.544883,0.707707,0.829871,0.910257,0.957096,0.981411,0.992701
0.597718,10.712493,40.028571,89.432007,158.514830,247.341205,355.906758,484.211553,632.255576,800.038821,987.561282,1194.822958,1421.823846,1668.563946,1935.043257,2221.261778,2527.219509,2852.916449,3198.352600,3563.527959,3948.442528,4353.096306,4777.489293,5221.621490,5685.492895,6169.103509,6672.453332,7195.542364,7738.370606,8300.938055,8883.244714,9485.290582,10107.075659,10748.599944,11409.863438,12090.866142,12791.608054,13512.089175,14252.309504,15012.269043,15791.967790,16591.405746,17410.582911,18249.499285,19108.154868,19986.549659,20884.683659,21802.556869,22740.169286,23697.520913,24674.611749,25671.441793,26688.011046,27724.319508,28780.367179,29856.154059,30951.680147,32066.945444,33201.949950,34356.693665,35531.176589,36725.398721,37939.360062,39173.060612,40426.500371,41699.679339,42992.597515,44305.254901,45637.651495,46989.787298,48361.662309,49753.276530,51164.629959,52595.722597,54046.554444,55517.125500,57007.435764,58517.485238,60047.273920,61596.801811,63166.068910,64755.075219,66363.820736,67992.305462,69640.529397,71308.492541,72996.194894,74703.636455,76430.817225,78177.737204,79944.396392,81730.794788,83536.932394,85362.809208,87208.425231,89073.780463,90958.874903,92863.708553,94788.281411,96732.593478,98696.644754,0.992628,0.981260,0.956821,0.909816,0.829258,0.706976,0.544154,0.357186,0.178317,0.047914,0.000000,0.047914,0.178317,0.357186,0.544154,0.706976,0.829258,0.909816,0.956821,0.981260,0.992628
